block	context	SZ	CSI	ProbeType	Ans	PC	RT
4	0	2	0.3	0	left'	1	1.09512785
4	1	2	0.3	2	right'	1	0.547410371
4	1	2	0.3	0	right'	0	2.274661245
4	1	4	0.3	0	left'	1	1.815079597
4	1	4	0.3	0	right'	0	1.689158917
4	0	6	0.3	2	right'	1	0.764772431
4	0	6	0.3	1	left'	0	0.552209218
4	1	8	0.3	0	left'	1	1.032800869
4	1	8	0.3	1	left'	0	0.695149087
4	0	8	0.3	1	right'	1	1.519054268
4	0	8	0.3	0	left'	1	0.915427481
4	1	8	0.3	1	left'	0	1.243453543
4	1	8	0.3	1	left'	0	0.63393764
4	0	4	0.3	0	right'	0	2.46037231
4	0	4	0.3	2	left'	0	0.74813456
4	0	4	0.3	1	right'	1	1.508622885
4	0	4	0.3	0	left'	1	0.625965878
4	0	6	0.3	0	right'	0	2.013330744
4	0	6	0.3	2	right'	1	0.781289906
4	1	8	0.3	0	left'	1	1.338301523
4	1	8	0.3	2	right'	1	1.225451059
4	1	8	0.3	2	left'	0	2.468307756
4	1	8	0.3	0	left'	1	0.752972881
4	0	6	0.3	0	left'	1	1.856177494
4	0	6	0.3	0	left'	1	1.619645311
4	0	2	0.3	1	right'	1	1.536910304
4	0	2	0.3	2	right'	1	0.833892482
4	1	8	0.3	0	right'	0	1.413061611
4	1	8	0.3	0	right'	0	1.211420442
4	0	4	0.3	1	left'	0	1.323062214
4	0	4	0.3	0	left'	1	0.662557035
4	1	6	0.3	0	left'	1	1.179804186
4	1	6	0.3	2	left'	0	1.180118398
4	1	4	0.3	2	right'	1	0.764036242
4	1	4	0.3	1	left'	0	0.880234096
4	0	8	0.3	0	right'	0	2.610220513
4	0	8	0.3	0	left'	1	0.787670078
4	0	6	0.3	0	left'	1	1.285107233
4	0	6	0.3	1	left'	0	1.193052824
4	0	4	0.3	1	right'	1	4.108072144
4	0	4	0.3	0	left'	1	1.808343764
4	0	2	0.3	1	right'	1	2.313574653
4	0	2	0.3	2	right'	1	0.518719529
4	0	2	0.3	2	right'	1	0.819900155
4	0	2	0.3	0	left'	1	2.194658229
4	1	2	0.3	1	right'	1	0.932989436
4	1	2	0.3	0	left'	1	0.577177669
4	1	4	0.3	0	left'	1	0.854564983
4	1	4	0.3	2	right'	1	0.730158918
4	1	8	0.3	2	right'	1	1.014997728
4	1	8	0.3	0	left'	1	1.317809417
4	0	8	0.3	0	left'	1	2.376373348
4	0	8	0.3	0	left'	1	0.77010457
4	0	2	0.3	1	right'	1	1.819360546
4	0	2	0.3	2	right'	1	0.546635893
4	1	6	0.3	0	right'	0	1.8383858
4	1	6	0.3	0	right'	0	0.997899197
4	1	4	0.3	2	right'	1	1.799412391
4	1	4	0.3	0	left'	1	0.497657814
4	1	8	0.3	1	left'	0	0.830576276
4	1	8	0.3	2	left'	0	1.41298661
4	0	2	0.3	0	left'	1	1.079720777
4	0	2	0.3	2	right'	1	0.555506082
4	0	4	0.3	0	left'	1	1.344685249
4	0	4	0.3	2	right'	1	0.562380468
4	1	8	0.3	2	left'	0	1.19066465
4	1	8	0.3	1	left'	0	0.647340226
4	1	8	0.3	0	left'	1	0.878734087
4	1	8	0.3	1	right'	1	0.642216509
4	0	6	0.3	1	left'	0	1.258454035
4	0	6	0.3	0	left'	1	0.824310578
4	0	8	0.3	1	right'	1	1.971079814
4	0	8	0.3	1	left'	0	0.438259799
4	1	4	0.3	0	left'	1	0.614574094
4	1	4	0.3	0	right'	0	0.733561966
4	1	4	0.3	0	right'	0	1.767629949
4	1	4	0.3	2	left'	0	1.465275763
4	1	2	0.3	2	right'	1	0.565824569
4	1	2	0.3	0	left'	1	0.871894437
4	0	6	0.3	0	left'	1	1.040041179
4	0	6	0.3	1	left'	0	0.869645607
4	0	2	0.3	0	left'	1	0.786408097
4	0	2	0.3	2	right'	1	0.66586574
4	0	2	0.3	2	right'	1	0.550978816
4	0	2	0.3	0	left'	1	0.791937211
4	1	2	0.3	2	right'	1	0.622586514
4	1	2	0.3	1	left'	0	1.190013725
4	0	4	0.3	1	right'	1	1.63477883
4	0	4	0.3	1	left'	0	1.640257417
4	0	6	0.3	0	right'	0	1.359696398
4	0	6	0.3	2	left'	0	1.033522453
4	0	6	0.3	1	right'	1	2.886041897
4	0	6	0.3	0	left'	1	1.138615499
4	0	6	0.3	2	right'	1	2.959680924
4	0	6	0.3	2	right'	1	1.727215347
4	0	4	0.3	0	right'	0	0.889373892
4	0	4	0.3	2	right'	1	0.996979454
4	1	6	0.3	2	right'	1	1.291620433
4	1	6	0.3	1	right'	1	1.884560045
4	0	6	5	2	right'	1	1.012370738
4	0	6	5	0	left'	1	0.906205974
4	0	8	5	1	right'	1	1.590440123
4	0	8	5	0	left'	1	2.529512098
4	1	6	5	1	right'	1	1.496905046
4	1	6	5	1	left'	0	0.552129876
4	1	2	5	2	right'	1	0.691000771
4	1	2	5	2	right'	1	0.569797226
4	1	4	5	2	right'	1	1.265328816
4	1	4	5	0	left'	1	1.370005807
4	0	6	5	2	right'	1	0.829010345
4	0	6	5	0	left'	1	0.695751065
4	1	4	5	1	left'	0	0.755536713
4	1	4	5	1	left'	0	0.869340079
4	0	8	5	2	left'	0	1.53378831
4	0	8	5	0	left'	1	0.46420523
4	0	4	5	0	left'	1	1.266485008
4	0	4	5	0	left'	1	0.606871939
4	1	4	5	0	left'	1	0.532324222
4	1	4	5	0	right'	0	1.402182198
4	0	4	5	0	left'	1	0.991102969
4	0	4	5	0	left'	1	1.101088415
4	0	6	5	2	right'	1	1.31520098
4	0	6	5	1	left'	0	0.575873844
4	1	4	5	1	right'	1	1.349994099
4	1	4	5	0	left'	1	1.081917502
4	1	2	5	1	right'	1	1.450386983
4	1	2	5	0	left'	1	0.538065311
4	0	4	5	0	left'	1	0.525459704
4	0	4	5	2	left'	0	0.656208836
4	1	2	5	0	left'	1	0.57186645
4	1	2	5	1	right'	1	0.875830384
4	0	8	5	2	right'	1	1.214307961
4	0	8	5	0	left'	1	0.831294307
4	0	6	5	0	left'	1	0.717541074
4	0	6	5	1	left'	0	1.901841736
4	1	4	5	0	left'	1	1.381369959
4	1	4	5	2	right'	1	0.625091135
4	0	2	5	1	left'	0	2.86494505
4	0	2	5	0	left'	1	0.65675555
4	0	2	5	0	left'	1	1.817881457
4	0	2	5	0	left'	1	0.731142609
4	1	6	5	1	right'	1	1.361999308
4	1	6	5	1	left'	0	0.70976905
4	0	8	5	0	left'	1	0.545308779
4	0	8	5	0	left'	1	2.025474506
4	1	4	5	1	right'	1	1.572690271
4	1	4	5	1	right'	1	0.645839822
4	0	6	5	0	left'	1	1.734761579
4	0	6	5	0	left'	1	1.16777845
4	0	2	5	1	right'	1	0.829854692
4	0	2	5	0	left'	1	0.431141069
4	1	8	5	0	right'	0	0.745922836
4	1	8	5	0	left'	1	2.011294678
4	0	6	5	2	left'	0	1.284419992
4	0	6	5	0	left'	1	0.552953697
4	1	4	5	0	left'	1	0.775654606
4	1	4	5	2	right'	1	0.711070506
4	1	8	5	2	left'	0	1.657458186
4	1	8	5	1	left'	0	0.792053265
4	1	6	5	0	left'	1	0.385460643
4	1	6	5	2	right'	1	0.751803663
4	0	2	5	0	left'	1	0.642672828
4	0	2	5	2	right'	1	0.608238922
4	1	8	5	0	left'	1	1.328013036
4	1	8	5	0	left'	1	1.409049479
4	1	8	5	1	right'	1	1.142227759
4	1	8	5	0	left'	1	2.239251937
4	1	6	5	0	left'	1	0.908691648
4	1	6	5	2	left'	0	0.934127075
4	0	2	5	2	right'	1	0.727098898
4	0	2	5	2	right'	1	1.105780682
4	0	8	5	2	right'	1	1.429071845
4	0	8	5	0	left'	1	0.639902547
4	0	2	5	0	left'	1	0.54426943
4	0	2	5	2	right'	1	0.808057973
4	0	2	5	1	right'	1	0.847574938
4	0	2	5	0	left'	1	0.44106837
4	0	8	5	1	right'	1	2.845986902
4	0	8	5	0	right'	0	1.010857702
4	1	8	5	2	left'	0	1.213812168
4	1	8	5	2	left'	0	1.310696608
4	1	6	5	0	left'	1	0.909690734
4	1	6	5	1	right'	1	0.866081505
4	0	4	5	0	left'	1	0.58248415
4	0	4	5	1	right'	1	0.791732736
4	0	2	5	0	left'	1	0.587306287
4	0	2	5	2	right'	1	0.681813606
4	1	2	5	0	left'	1	0.782697152
4	1	2	5	1	right'	1	0.717558442
4	1	2	5	1	right'	1	1.088363201
4	1	2	5	0	left'	1	0.862910564
4	1	2	5	0	left'	1	0.574579889
4	1	2	5	0	left'	1	0.528957095
4	0	4	5	2	right'	1	0.729651678
4	0	4	5	1	right'	1	1.466149321
4	0	6	5	0	left'	1	0.635380807
4	0	6	5	2	left'	0	0.485266155
4	1	4	5	0	left'	1	0.802308989
4	1	4	5	0	left'	1	0.896896441
4	0	8	5	1	right'	1	0.972252584
4	0	8	5	2	right'	1	0.894747874
4	1	6	5	1	right'	1	0.73410947
4	1	6	5	1	right'	1	1.801057665
4	0	4	5	0	left'	1	0.878741981
4	0	4	5	2	left'	0	1.900687518
4	0	6	5	0	left'	1	0.764684799
4	0	6	5	0	left'	1	1.056089704
4	0	2	5	1	right'	1	2.140154588
4	0	2	5	0	left'	1	0.400145738
4	0	8	5	1	left'	0	0.853151422
4	0	8	5	0	right'	0	0.919955537
4	0	6	5	0	right'	0	1.237496136
4	0	6	5	2	left'	0	0.676666205
4	0	2	5	0	left'	1	0.538428471
4	0	2	5	1	right'	1	0.785975462
4	1	8	5	1	right'	1	0.87866027
4	1	8	5	0	left'	1	0.596461477
4	1	6	5	0	right'	0	0.809055874
4	1	6	5	1	right'	1	1.118949977
4	1	2	5	1	right'	1	0.870041531
4	1	2	5	2	right'	1	0.693679472
4	0	6	5	0	left'	1	1.088347017
4	0	6	5	1	right'	1	0.642887171
4	0	8	5	1	left'	0	1.584723112
4	0	8	5	2	right'	1	1.613715931
4	0	6	5	1	right'	1	1.290974244
4	0	6	5	2	right'	1	0.749684702
4	0	4	5	0	left'	1	0.716776463
4	0	4	5	1	right'	1	1.436800448
4	1	8	5	0	left'	1	1.948393746
4	1	8	5	1	right'	1	0.640383339
4	0	8	5	0	left'	1	1.235253622
4	0	8	5	2	right'	1	0.834427748
4	0	8	5	0	left'	1	0.653913821
4	0	8	5	2	left'	0	2.290303187
4	1	8	5	2	left'	0	0.680833469
4	1	8	5	2	left'	0	1.757719227
4	1	2	5	1	right'	1	0.748130613
4	1	2	5	2	right'	1	0.719109373
4	0	6	5	2	right'	1	0.742237154
4	0	6	5	0	left'	1	1.030672829
4	1	4	5	2	right'	1	1.267091722
4	1	4	5	2	right'	1	0.72755127
4	1	6	5	2	left'	0	1.015492337
4	1	6	5	2	left'	0	0.933239701
4	0	8	5	0	right'	0	1.360631536
4	0	8	5	0	left'	1	2.804014657
4	0	4	5	2	right'	1	0.688798125
4	0	4	5	1	right'	1	4.436374129
4	1	4	5	0	left'	1	0.811033519
4	1	4	5	1	right'	1	0.937101042
4	1	4	5	2	left'	0	1.011053492
4	1	4	5	2	right'	1	0.744169008
4	0	2	5	0	left'	1	0.427979207
4	0	2	5	1	right'	1	0.801729511
4	1	4	5	0	left'	1	0.784102819
4	1	4	5	1	right'	1	0.79286998
4	1	2	5	0	left'	1	0.615999498
4	1	2	5	2	right'	1	0.66387507
4	1	8	2	0	left'	1	0.922825687
4	1	8	2	0	left'	1	1.717901865
4	1	8	2	0	left'	1	0.989632959
4	1	8	2	2	right'	1	0.924004378
4	1	2	2	1	right'	1	0.603819814
4	1	2	2	0	left'	1	0.447201041
4	0	8	2	0	left'	1	1.217257848
4	0	8	2	1	left'	0	2.246641853
4	0	2	2	1	right'	1	0.658401219
4	0	2	2	2	right'	1	0.647135357
4	0	6	2	0	left'	1	1.039565913
4	0	6	2	2	right'	1	0.949650991
4	1	8	2	1	right'	1	0.690884323
4	1	8	2	2	right'	1	0.830079694
4	0	4	2	0	left'	1	0.879640803
4	0	4	2	0	left'	1	1.019166176
4	0	8	2	0	left'	1	0.601778617
4	0	8	2	1	left'	0	1.805922038
4	0	6	2	0	right'	0	1.704345725
4	0	6	2	0	left'	1	1.29103464
4	1	2	2	1	right'	1	0.576422532
4	1	2	2	0	left'	1	0.40232312
4	1	4	2	1	left'	0	1.215449547
4	1	4	2	0	left'	1	0.773580251
4	0	6	2	0	left'	1	0.739573847
4	0	6	2	1	right'	1	1.026607014
4	0	2	2	0	left'	1	0.553366989
4	0	2	2	0	left'	1	0.961795938
4	0	4	2	0	left'	1	1.039090647
4	0	4	2	0	left'	1	0.819553179
4	1	6	2	0	left'	1	0.952384956
4	1	6	2	1	left'	0	1.08104868
4	0	4	2	1	right'	1	0.973051537
4	0	4	2	1	left'	0	3.217963247
4	0	4	2	2	right'	1	0.686029818
4	0	4	2	0	left'	1	0.531850534
4	0	6	2	1	left'	0	1.583861001
4	0	6	2	2	right'	1	0.861361606
4	1	6	2	1	right'	1	1.220565764
4	1	6	2	1	left'	0	0.603920867
4	0	6	2	1	right'	1	0.688097857
4	0	6	2	0	left'	1	1.123985273
4	0	6	2	1	left'	0	1.383242208
4	0	6	2	1	left'	0	1.244657498
4	1	8	2	0	right'	0	0.681894923
4	1	8	2	0	left'	1	1.731351031
4	1	2	2	0	left'	1	0.600481898
4	1	2	2	0	left'	1	0.47901072
4	1	6	2	1	right'	1	0.674971194
4	1	6	2	0	left'	1	0.480520993
4	1	4	2	1	right'	1	1.391326865
4	1	4	2	1	right'	1	1.467925648
4	1	6	2	0	left'	1	0.741719651
4	1	6	2	2	right'	1	0.804499003
4	1	8	2	1	left'	0	0.970393362
4	1	8	2	0	left'	1	0.970852444
4	0	2	2	1	right'	1	0.708409567
4	0	2	2	1	right'	1	0.543894822
4	1	4	2	1	left'	0	0.948631774
4	1	4	2	0	left'	1	0.8840532
4	0	2	2	2	right'	1	0.686919166
4	0	2	2	2	right'	1	0.698550556
4	0	2	2	1	right'	1	0.632440393
4	0	2	2	1	right'	1	0.693253154
4	0	8	2	1	left'	0	3.171639396
4	0	8	2	2	left'	0	1.394794651
4	0	8	2	1	right'	1	1.487971304
4	0	8	2	1	left'	0	0.755878163
4	1	2	2	0	left'	1	0.434766356
4	1	2	2	2	right'	1	0.589979067
4	1	2	2	1	right'	1	0.706945479
4	1	2	2	0	left'	1	0.630624197
4	1	4	2	1	right'	1	1.03045217
4	1	4	2	0	left'	1	0.477632685
4	1	4	2	0	left'	1	0.661995715
4	1	4	2	0	left'	1	0.730460104
4	1	4	2	2	right'	1	0.670827615
4	1	4	2	0	left'	1	3.045345687
4	0	8	2	1	right'	1	1.370357519
4	0	8	2	0	left'	1	0.388325662
4	0	8	2	1	right'	1	1.359742977
4	0	8	2	2	right'	1	0.786258096
4	0	2	2	0	left'	1	0.351787794
4	0	2	2	2	right'	1	0.416783213
4	0	2	2	1	right'	1	0.472679495
4	0	2	2	0	left'	1	0.606876281
4	1	6	2	1	left'	0	2.122550395
4	1	6	2	0	left'	1	1.210507015
4	1	2	2	1	right'	1	0.482465479
4	1	2	2	0	left'	1	0.344700249
4	1	8	2	0	left'	1	1.035432992
4	1	8	2	2	right'	1	1.120091169
4	1	4	2	2	right'	1	0.577125168
4	1	4	2	0	right'	0	1.353723202
4	0	8	2	0	left'	1	0.78664573
4	0	8	2	1	right'	1	0.617899379
4	0	4	2	0	left'	1	0.473164235
4	0	4	2	0	left'	1	0.926664132
4	1	8	2	0	right'	0	1.7371162
4	1	8	2	2	right'	1	1.051417963
4	1	4	2	0	left'	1	0.833742875
4	1	4	2	1	right'	1	0.583481262
4	0	6	2	1	left'	0	0.929284018
4	0	6	2	0	left'	1	0.509095782
4	0	8	2	1	left'	0	0.720578593
4	0	8	2	0	left'	1	0.787393366
4	0	8	2	1	right'	1	0.815511837
4	0	8	2	0	right'	0	1.029357952
4	1	2	2	2	right'	1	0.511323297
4	1	2	2	1	right'	1	0.508348935
4	0	4	2	2	right'	1	0.590877494
4	0	4	2	0	left'	1	0.426493802
4	1	4	2	0	left'	1	0.528548934
4	1	4	2	0	left'	1	0.629017213
4	1	6	2	0	right'	0	1.195960869
4	1	6	2	1	left'	0	1.266320007
4	1	6	2	1	right'	1	2.059009986
4	1	6	2	2	right'	1	1.684544808
4	1	6	2	1	right'	1	0.647891282
4	1	6	2	1	right'	1	3.502667846
4	1	6	2	0	left'	1	1.041911849
4	1	6	2	0	left'	1	0.608885505
4	1	2	2	1	right'	1	0.448364733
4	1	2	2	2	right'	1	0.676466467
4	1	8	2	1	right'	1	1.763106236
4	1	8	2	2	right'	1	1.202748807
4	0	6	2	0	left'	1	0.66565416
4	0	6	2	0	left'	1	0.582789284
4	0	4	2	0	left'	1	2.86471018
4	0	4	2	0	left'	1	0.454579115
4	1	6	2	1	right'	1	1.016201289
4	1	6	2	1	right'	1	0.662945853
4	1	8	2	1	right'	1	1.615420415
4	1	8	2	0	right'	0	0.830772462
4	1	2	2	2	right'	1	0.771941293
4	1	2	2	0	left'	1	0.38134509
4	1	8	2	1	left'	0	0.906522555
4	1	8	2	0	left'	1	1.179139444
4	0	2	2	1	right'	1	0.585364169
4	0	2	2	2	right'	1	0.609007084
4	0	6	2	1	right'	1	2.109118993
4	0	6	2	0	left'	1	2.358948367
4	0	6	2	2	right'	1	0.729691152
4	0	6	2	2	right'	1	1.651076435
4	0	4	2	2	left'	0	1.289720947
4	0	4	2	0	left'	1	3.11888524
4	0	8	2	1	right'	1	1.448173679
4	0	8	2	0	right'	0	3.399958237
4	1	4	2	0	left'	1	0.529930127
4	1	4	2	2	right'	1	0.619254519
4	1	4	2	0	left'	1	0.964790036
4	1	4	2	0	left'	1	1.333692151
4	0	2	2	0	left'	1	0.882210556
4	0	2	2	2	right'	1	0.486099845
4	1	2	2	0	left'	1	0.408133684
4	1	2	2	0	left'	1	0.518420316
4	0	2	2	0	left'	1	0.604914821
4	0	2	2	0	left'	1	0.53375002
4	0	4	2	1	left'	0	1.4628793
4	0	4	2	2	right'	1	0.594838704
4	1	4	0.3	0	left'	1	1.845241906
4	1	4	0.3	1	left'	0	1.744645652
4	1	4	0.3	2	right'	1	2.941456155
4	1	4	0.3	1	right'	1	1.351683466
4	1	4	0.3	1	left'	0	9.794287327
4	1	4	0.3	0	right'	0	3.344443151
4	1	6	0.3	0	left'	1	3.558792333
4	1	6	0.3	2	right'	1	2.082017436
4	1	2	0.3	0	left'	1	2.569888466
4	1	2	0.3	0	left'	1	1.176439172
4	1	4	0.3	0	left'	1	1.460702676
4	1	4	0.3	0	right'	0	2.148968447
4	0	8	0.3	0	right'	0	1.607585713
4	0	8	0.3	2	right'	1	1.619545536
4	1	4	0.3	0	right'	0	1.538164816
4	1	4	0.3	0	right'	0	1.371028475
4	0	2	0.3	2	right'	1	1.591107699
4	0	2	0.3	1	right'	1	1.155452046
4	0	2	0.3	2	right'	1	1.328504746
4	0	2	0.3	1	left'	0	1.49054026
4	0	4	0.3	0	right'	0	2.36668318
4	0	4	0.3	1	left'	0	2.261014126
4	1	4	0.3	0	left'	1	2.003255813
4	1	4	0.3	0	left'	1	0.993478111
4	0	2	0.3	1	right'	1	1.307724069
4	0	2	0.3	0	left'	1	1.878120565
4	0	6	0.3	0	right'	0	2.544160517
4	0	6	0.3	2	right'	1	2.173945206
4	0	6	0.3	0	left'	1	1.856725674
4	0	6	0.3	2	right'	1	1.667150354
4	0	8	0.3	0	left'	1	2.260802545
4	0	8	0.3	0	right'	0	1.430296667
4	1	8	0.3	1	left'	0	1.332162404
4	1	8	0.3	1	left'	0	1.124149977
4	1	8	0.3	0	left'	1	1.880804006
4	1	8	0.3	0	right'	0	0.714670304
4	1	2	0.3	0	left'	1	1.550190561
4	1	2	0.3	2	right'	1	1.587114117
4	1	2	0.3	0	right'	0	2.541827211
4	1	2	0.3	2	right'	1	1.044472953
4	0	4	0.3	1	left'	0	2.412838909
4	0	4	0.3	0	right'	0	1.377504969
4	1	4	0.3	2	left'	0	1.382071318
4	1	4	0.3	1	left'	0	0.623481486
4	0	2	0.3	1	right'	1	2.278449778
4	0	2	0.3	0	left'	1	1.227719411
4	1	8	0.3	0	left'	1	1.276775292
4	1	8	0.3	1	left'	0	0.635172491
4	0	4	0.3	2	right'	1	1.785654765
4	0	4	0.3	2	right'	1	1.89333936
4	0	8	0.3	0	left'	1	1.188556496
4	0	8	0.3	0	right'	0	0.53953101
4	0	2	0.3	2	right'	1	2.43770001
4	0	2	0.3	2	right'	1	0.684567849
4	0	8	0.3	2	right'	1	3.340901151
4	0	8	0.3	0	left'	1	1.821966475
4	1	6	0.3	1	right'	1	3.369383199
4	1	6	0.3	2	right'	1	2.67192631
4	0	2	0.3	1	right'	1	1.731557268
4	0	2	0.3	0	left'	1	1.036219341
4	1	6	0.3	0	left'	1	1.911443306
4	1	6	0.3	1	right'	1	0.79929539
4	0	6	0.3	0	left'	1	2.902772849
4	0	6	0.3	1	right'	1	0.813969443
4	0	6	0.3	0	right'	0	3.230599037
4	0	6	0.3	0	right'	0	1.904874048
4	1	8	0.3	2	right'	1	1.27451975
4	1	8	0.3	0	left'	1	1.399679866
4	0	6	0.3	2	right'	1	1.585516211
4	0	6	0.3	0	right'	0	1.18315172
4	0	8	0.3	2	right'	1	3.742043923
4	0	8	0.3	2	right'	1	1.421688973
4	1	2	0.3	0	left'	1	1.433213793
4	1	2	0.3	0	right'	0	0.59698182
4	0	8	0.3	0	right'	0	1.808627431
4	0	8	0.3	0	right'	0	1.142974719
4	0	6	0.3	2	right'	1	4.027411514
4	0	6	0.3	2	left'	0	1.825463868
4	0	6	0.3	0	left'	1	1.665709949
4	0	6	0.3	1	left'	0	1.331848981
4	1	6	0.3	0	left'	1	2.354240985
4	1	6	0.3	1	right'	1	1.52996094
4	1	4	0.3	1	right'	1	1.641489116
4	1	4	0.3	0	right'	0	1.605157669
4	0	8	0.3	0	right'	0	4.111780809
4	0	8	0.3	0	left'	1	1.868391811
4	0	8	0.3	0	left'	1	4.058227263
4	0	8	0.3	1	right'	1	1.178669056
4	0	8	0.3	1	left'	0	2.971028869
4	0	8	0.3	2	right'	1	2.264466519
4	1	6	0.3	2	right'	1	1.456794753
4	1	6	0.3	0	right'	0	1.118938229
4	1	4	0.3	0	left'	1	2.568135033
4	1	4	0.3	1	right'	1	1.174608369
4	1	2	0.3	1	right'	1	2.025213604
4	1	2	0.3	0	left'	1	1.007413606
4	0	6	0.3	1	left'	0	1.702978903
4	0	6	0.3	0	left'	1	1.321891277
4	0	4	0.3	0	left'	1	2.363390261
4	0	4	0.3	0	right'	0	1.47285158
4	1	8	0.3	0	right'	0	2.181796579
4	1	8	0.3	1	right'	1	1.573704415
4	0	2	0.3	2	right'	1	2.199296179
4	0	2	0.3	0	left'	1	1.694434368
4	1	2	0.3	1	right'	1	2.788260047
4	1	2	0.3	2	right'	1	1.125209459
4	0	4	0.3	0	left'	1	2.03230905
4	0	4	0.3	1	right'	1	0.877277401
4	1	4	0.3	2	left'	0	2.296944123
4	1	4	0.3	0	right'	0	1.009365199
4	1	4	0.3	0	left'	1	1.949784768
4	1	4	0.3	1	right'	1	0.804524112
4	1	4	0.3	0	left'	1	2.413596414
4	1	4	0.3	0	left'	1	0.94000075
4	1	6	0.3	0	left'	1	1.836775924
4	1	6	0.3	2	left'	0	1.233648401
4	0	2	0.3	1	left'	0	1.72267444
4	0	2	0.3	0	left'	1	0.716498738
4	0	6	0.3	0	right'	0	2.591289674
4	0	6	0.3	2	right'	1	1.085291801
4	1	4	0.3	0	right'	0	1.626708878
4	1	4	0.3	0	right'	0	1.088687352
4	0	8	0.3	0	left'	1	2.588064651
4	0	8	0.3	2	left'	0	1.075263439
4	1	2	0.3	2	right'	1	1.33441242
4	1	2	0.3	1	right'	1	0.638711728
4	0	8	0.3	1	right'	1	1.378802083
4	0	8	0.3	1	left'	0	2.467705358
4	0	2	0.3	0	left'	1	1.839497654
4	0	2	0.3	1	left'	0	1.715221755
4	0	8	0.3	0	left'	1	3.814524842
4	0	8	0.3	0	right'	0	1.209609543
4	1	6	0.3	0	left'	1	2.517665588
4	1	6	0.3	2	right'	1	1.200790269
4	1	2	0.3	1	right'	1	2.451950507
4	1	2	0.3	2	right'	1	0.774300867
4	1	6	0.3	0	right'	0	2.260402279
4	1	6	0.3	0	right'	0	0.768333587
4	0	8	0.3	2	right'	1	2.238399883
4	0	8	0.3	2	right'	1	1.1301741
4	1	6	0.3	0	left'	1	2.873965141
4	1	6	0.3	1	left'	0	2.632971818
4	0	2	0.3	0	left'	1	1.79642958
4	0	2	0.3	0	left'	1	0.7556281
4	0	6	0.3	0	right'	0	1.320373108
4	0	6	0.3	0	right'	0	1.320867322
4	0	4	0.3	2	left'	0	2.719409548
4	0	4	0.3	1	left'	0	1.967093709
4	1	4	0.3	1	right'	1	1.923919844
4	1	4	0.3	0	right'	0	1.030788118
4	1	6	0.3	0	right'	0	1.354501513
4	1	6	0.3	0	right'	0	0.731627137
4	0	8	0.3	0	left'	1	2.166276993
4	0	8	0.3	0	right'	0	2.185529237
4	0	2	0.3	1	left'	0	1.409992046
4	0	2	0.3	2	right'	1	2.217804339
4	0	8	0.3	0	right'	0	2.317711773
4	0	8	0.3	1	right'	1	1.820098567
4	0	2	0.3	1	right'	1	3.389094526
4	0	2	0.3	2	right'	1	0.842764915
4	0	6	5	2	left'	0	2.58632148
4	0	6	5	2	left'	0	1.439462917
4	0	8	5	0	right'	0	2.551798335
4	0	8	5	1	right'	1	1.049291936
4	0	6	5	0	right'	0	0.743933542
4	0	6	5	0	right'	0	0.935090583
4	0	4	5	1	left'	0	1.294090155
4	0	4	5	0	left'	1	0.473572375
4	0	6	5	2	left'	0	2.708671444
4	0	6	5	0	right'	0	1.559080099
4	0	2	5	1	right'	1	1.861878211
4	0	2	5	0	left'	1	2.042645703
4	0	4	5	2	right'	1	2.615810114
4	0	4	5	0	left'	1	1.496146354
4	1	2	5	0	left'	1	1.903520091
4	1	2	5	1	right'	1	0.867182328
4	0	4	5	0	left'	1	2.577493521
4	0	4	5	0	right'	0	1.325962622
4	1	2	5	0	left'	1	1.996554317
4	1	2	5	0	left'	1	0.717418086
4	0	6	5	0	left'	1	1.286839971
4	0	6	5	0	right'	0	1.184348966
4	1	8	5	0	left'	1	1.251491425
4	1	8	5	2	right'	1	0.975927589
4	1	8	5	0	right'	0	1.623091878
4	1	8	5	0	left'	1	1.34924437
4	0	8	5	0	right'	0	1.75505928
4	0	8	5	0	left'	1	1.389062947
4	0	2	5	2	right'	1	1.900133619
4	0	2	5	0	left'	1	0.666472586
4	1	6	5	1	left'	0	5.004608981
4	1	6	5	1	left'	0	1.156991926
4	1	8	5	0	left'	1	0.655007767
4	1	8	5	2	right'	1	0.677605035
4	0	4	5	1	left'	0	1.524226557
4	0	4	5	0	left'	1	0.348598575
4	1	8	5	2	right'	1	0.964389348
4	1	8	5	0	left'	1	0.923217602
4	0	8	5	2	right'	1	1.65957451
4	0	8	5	2	right'	1	1.116426895
4	1	8	5	1	left'	0	0.966154229
4	1	8	5	2	right'	1	2.096847806
4	1	2	5	1	right'	1	1.80636873
4	1	2	5	1	left'	0	1.781869606
4	1	6	5	2	right'	1	2.666143373
4	1	6	5	2	right'	1	2.144877759
4	1	4	5	2	left'	0	1.57033768
4	1	4	5	2	left'	0	0.790014665
4	0	4	5	1	right'	1	1.587485567
4	0	4	5	2	right'	1	0.503865094
4	1	6	5	1	right'	1	0.59366127
4	1	6	5	2	right'	1	0.443290313
4	0	6	5	0	left'	1	1.465190472
4	0	6	5	0	left'	1	1.297311231
4	0	6	5	0	left'	1	1.827159276
4	0	6	5	0	right'	0	0.594731014
4	1	6	5	2	right'	1	1.821044758
4	1	6	5	2	left'	0	0.624886759
4	0	2	5	2	right'	1	1.221559103
4	0	2	5	2	right'	1	1.469495898
4	1	4	5	1	left'	0	1.562796178
