block	context	SZ	CSI	ProbeType	Ans	PC	RT
2	1	2	5	2	right'	1	0.847011919
2	1	2	5	2	right'	1	1.038897255
2	1	4	5	0	right'	0	0.876557001
2	1	4	5	1	left'	0	1.124829719
2	0	2	5	1	right'	1	1.253579993
2	0	2	5	2	right'	1	0.823153062
2	1	6	5	1	right'	1	3.022675427
2	1	6	5	1	left'	0	1.144744732
2	0	8	5	2	right'	1	1.303543776
2	0	8	5	1	right'	1	1.892144877
2	1	8	5	0	right'	0	1.29507582
2	1	8	5	2	left'	0	0.887882083
2	0	6	5	2	left'	0	1.376007326
2	0	6	5	0	left'	1	0.805088589
2	0	6	0.3	2	left'	0	5.169977283
2	0	6	0.3	2	left'	0	2.061695446
2	0	2	0.3	0	left'	1	3.054037891
2	0	2	0.3	0	right'	0	0.640348713
2	0	8	0.3	0	left'	1	2.458110815
2	0	8	0.3	1	left'	0	1.369889256
2	1	4	0.3	0	right'	0	1.642708862
2	1	4	0.3	1	right'	1	2.394853779
2	1	2	0.3	1	left'	0	2.046282835
2	1	2	0.3	1	left'	0	1.305146024
2	0	6	0.3	2	right'	1	1.36388487
2	0	6	0.3	0	left'	1	1.252579328
2	0	2	0.3	1	right'	1	1.389054263
2	0	2	0.3	2	right'	1	1.228011519
2	1	2	0.3	0	left'	1	4.352613078
2	1	2	0.3	0	left'	1	1.295324506
2	1	6	0.3	0	right'	0	1.684141925
2	1	6	0.3	0	left'	1	1.192030995
2	0	8	0.3	0	left'	1	1.440778585
2	0	8	0.3	1	left'	0	1.420803966
2	1	8	0.3	0	right'	0	0.908421179
2	1	8	0.3	1	right'	1	1.708089598
2	0	4	0.3	1	left'	0	1.432574709
2	0	4	0.3	0	left'	1	1.154080326
2	1	2	0.3	2	right'	1	1.339685748
2	1	2	0.3	0	left'	1	1.1650833
2	0	8	0.3	1	right'	1	1.748668839
2	0	8	0.3	0	left'	1	1.100076777
2	0	8	0.3	1	right'	1	1.214539842
2	0	8	0.3	2	right'	1	2.304950233
2	0	2	0.3	0	left'	1	1.119718235
2	0	2	0.3	0	left'	1	1.095877931
2	1	4	0.3	2	right'	1	1.497549259
2	1	4	0.3	1	left'	0	0.931932271
2	1	2	0.3	1	right'	1	2.219649747
2	1	2	0.3	1	left'	0	1.342993666
2	1	2	0.3	0	left'	1	0.88869801
2	1	2	0.3	0	left'	1	0.746960406
2	1	6	0.3	2	right'	1	1.552963607
2	1	6	0.3	2	right'	1	1.150397009
2	0	8	0.3	0	left'	1	2.006122018
2	0	8	0.3	0	left'	1	1.073242767
2	1	8	0.3	0	right'	0	1.411529557
2	1	8	0.3	1	left'	0	1.296122275
2	0	4	0.3	0	left'	1	1.929999625
2	0	4	0.3	0	left'	1	0.978864847
2	0	2	0.3	0	left'	1	1.655827246
2	0	2	0.3	2	left'	0	0.928595141
2	0	8	0.3	0	right'	0	0.960349187
2	0	8	0.3	0	left'	1	1.118107302
2	1	4	0.3	0	left'	1	1.585615291
2	1	4	0.3	0	left'	1	0.822788323
2	0	6	0.3	2	right'	1	0.919245337
2	0	6	0.3	0	left'	1	1.312157391
2	1	6	0.3	1	right'	1	2.581786316
2	1	6	0.3	1	right'	1	1.935066109
2	1	6	0.3	0	right'	0	1.772685592
2	1	6	0.3	0	right'	0	1.057775287
2	0	2	0.3	1	right'	1	1.150210298
2	0	2	0.3	0	left'	1	0.758344699
2	0	6	0.3	1	right'	1	1.368751221
2	0	6	0.3	2	left'	0	0.815006819
2	0	6	0.3	0	right'	0	3.115910181
2	0	6	0.3	0	left'	1	1.179684721
2	1	8	0.3	2	right'	1	1.505384842
2	1	8	0.3	1	left'	0	0.891123291
2	1	4	0.3	2	right'	1	1.247243631
2	1	4	0.3	1	right'	1	2.102434162
2	0	8	0.3	0	right'	0	1.312918449
2	0	8	0.3	2	left'	0	1.927888952
2	1	4	0.3	1	left'	0	1.987748859
2	1	4	0.3	0	left'	1	0.625276762
2	0	4	0.3	0	left'	1	1.912319629
2	0	4	0.3	2	right'	1	1.621500287
2	1	4	0.3	1	left'	0	2.38648885
2	1	4	0.3	1	left'	0	1.143938278
2	1	6	0.3	2	right'	1	1.048799695
2	1	6	0.3	1	right'	1	0.802598966
2	0	4	0.3	2	right'	1	1.478608069
2	0	4	0.3	0	left'	1	1.304106674
2	1	8	0.3	0	right'	0	1.454794212
2	1	8	0.3	0	left'	1	0.673852245
2	0	4	0.3	1	right'	1	1.05705765
2	0	4	0.3	0	left'	1	1.250342733
2	0	2	0.3	0	left'	1	0.750260824
2	0	2	0.3	1	right'	1	0.780175778
2	1	4	0.3	0	left'	1	1.607456633
2	1	4	0.3	1	right'	1	0.889626043
2	1	6	0.3	0	right'	0	1.328030663
2	1	6	0.3	0	right'	0	3.589524003
2	0	8	0.3	0	left'	1	2.731177134
2	0	8	0.3	2	left'	0	0.999360127
2	1	8	0.3	2	left'	0	1.950749907
2	1	8	0.3	0	left'	1	0.62924508
2	0	2	0.3	1	right'	1	1.171648216
2	0	2	0.3	1	right'	1	1.26421428
2	1	6	0.3	0	left'	1	0.908644207
2	1	6	0.3	1	right'	1	0.483185076
2	0	4	0.3	0	left'	1	2.140805229
2	0	4	0.3	0	left'	1	0.884136004
2	1	8	0.3	1	right'	1	1.721688381
2	1	8	0.3	2	right'	1	0.959674182
2	1	6	0.3	0	left'	1	1.311220279
2	1	6	0.3	2	left'	0	1.213870364
2	1	6	0.3	0	left'	1	1.441625696
2	1	6	0.3	2	left'	0	0.795956287
2	1	2	0.3	1	right'	1	1.401292378
2	1	2	0.3	2	right'	1	1.395242992
2	0	4	0.3	0	left'	1	1.416850648
2	0	4	0.3	1	right'	1	0.884070477
2	1	6	0.3	0	right'	0	1.196565765
2	1	6	0.3	0	left'	1	1.951355437
2	1	8	0.3	2	right'	1	2.879195047
2	1	8	0.3	0	left'	1	1.16851872
2	1	6	0.3	2	right'	1	1.2793261
2	1	6	0.3	0	right'	0	1.423185826
2	0	6	0.3	2	right'	1	2.008954275
2	0	6	0.3	0	right'	0	1.507062485
2	1	4	0.3	1	right'	1	2.393158372
2	1	4	0.3	0	left'	1	0.68035795
2	0	2	0.3	0	left'	1	0.765409355
2	0	2	0.3	2	right'	1	0.975083635
2	0	4	0.3	0	left'	1	2.126093281
2	0	4	0.3	0	right'	0	1.011625084
2	0	4	0.3	0	right'	0	0.923459183
2	0	4	0.3	0	left'	1	0.821026994
2	1	4	0.3	2	right'	1	2.048852985
2	1	4	0.3	1	left'	0	0.76525067
2	1	8	0.3	0	left'	1	0.934652422
2	1	8	0.3	0	left'	1	0.910850802
2	1	8	0.3	0	right'	0	1.726378678
2	1	8	0.3	0	left'	1	1.542162739
2	0	2	0.3	2	right'	1	1.50630419
2	0	2	0.3	2	right'	1	0.953564401
2	0	6	0.3	1	right'	1	1.413927206
2	0	6	0.3	1	left'	0	0.597721168
2	0	8	0.3	0	right'	0	2.045753884
2	0	8	0.3	1	right'	1	1.07864399
2	0	4	0.3	1	right'	1	1.878235435
2	0	4	0.3	2	left'	0	1.016314592
2	0	6	0.3	0	right'	0	2.734480315
2	0	6	0.3	0	right'	0	0.932359774
2	1	2	0.3	0	left'	1	0.824940838
2	1	2	0.3	0	left'	1	0.638686859
2	0	2	0.3	0	left'	1	2.223417538
2	0	2	0.3	0	left'	1	0.484146662
2	1	2	0.3	0	left'	1	1.021892264
2	1	2	0.3	1	right'	1	0.71236305
2	0	8	0.3	0	right'	0	1.795941681
2	0	8	0.3	1	right'	1	2.074584882
2	0	6	0.3	0	left'	1	2.553925193
2	0	6	0.3	0	left'	1	0.506344059
2	0	8	0.3	0	left'	1	0.781241575
2	0	8	0.3	0	left'	1	0.593627717
2	1	2	0.3	0	right'	0	2.450143784
2	1	2	0.3	0	left'	1	0.551350701
2	0	4	0.3	0	right'	0	1.34056957
2	0	4	0.3	2	left'	0	0.651164976
2	1	2	0.3	2	right'	1	0.815709851
2	1	2	0.3	0	left'	1	0.680823348
3	1	8	5	0	left'	1	1.73658941
3	1	8	5	1	right'	1	1.170118205
3	0	6	5	0	left'	1	1.125634988
3	0	6	5	0	right'	0	0.682635598
3	0	2	5	0	left'	1	0.84395545
3	0	2	5	0	left'	1	0.984004753
3	1	4	5	0	left'	1	0.733385702
3	1	4	5	2	right'	1	0.836428158
3	1	8	5	2	right'	1	0.645044931
3	1	8	5	1	right'	1	0.663268484
3	0	2	5	0	left'	1	0.542981429
3	0	2	5	1	right'	1	1.137700602
3	0	4	5	1	right'	1	0.791558492
3	0	4	5	1	right'	1	0.92124193
3	1	2	5	1	right'	1	1.438943045
3	1	2	5	2	right'	1	0.847373501
3	1	4	5	0	right'	0	1.058147921
3	1	4	5	1	left'	0	2.798647622
3	1	2	5	2	right'	1	0.878816886
3	1	2	5	0	left'	1	1.676827003
3	1	6	5	0	left'	1	0.735349532
3	1	6	5	0	right'	0	1.433315241
3	1	4	5	2	right'	1	1.172356774
3	1	4	5	0	left'	1	2.372197694
3	1	8	5	1	left'	0	2.686986814
3	1	8	5	0	left'	1	1.460922151
3	1	2	5	1	right'	1	1.20539175
3	1	2	5	0	left'	1	0.960783795
3	1	2	5	0	left'	1	0.919951921
3	1	2	5	0	left'	1	1.475960944
3	0	6	5	0	right'	0	1.079032414
3	0	6	5	0	left'	1	0.960009711
3	1	6	5	0	left'	1	1.50042849
3	1	6	5	1	right'	1	0.914968727
3	0	8	5	0	left'	1	1.057689628
3	0	8	5	1	left'	0	1.496501619
3	0	2	5	0	left'	1	0.608229533
3	0	2	5	2	right'	1	0.608915196
3	0	2	5	0	left'	1	0.682966785
3	0	2	5	1	right'	1	0.899938223
3	1	6	5	2	right'	1	0.722534308
3	1	6	5	0	left'	1	0.906345243
3	1	6	5	0	left'	1	0.678988598
3	1	6	5	2	right'	1	0.771431109
3	0	4	5	1	left'	0	1.141614446
3	0	4	5	1	left'	0	1.074457776
3	1	8	5	0	left'	1	1.812697592
3	1	8	5	0	left'	1	1.137388757
3	0	6	5	1	right'	1	2.214471157
3	0	6	5	2	left'	0	1.092589749
3	1	8	5	0	left'	1	1.758431541
3	1	8	5	0	left'	1	0.821354628
3	1	6	5	2	right'	1	1.038053302
3	1	6	5	0	left'	1	1.549933585
3	0	4	5	1	right'	1	1.502620085
3	0	4	5	0	left'	1	0.789803479
3	0	4	5	0	left'	1	0.610018099
3	0	4	5	1	right'	1	1.042398202
3	1	8	5	0	right'	0	1.215109846
3	1	8	5	1	left'	0	0.684009292
3	0	6	5	0	right'	0	1.16665318
3	0	6	5	0	left'	1	1.258007393
3	0	6	5	0	left'	1	0.705529316
3	0	6	5	2	right'	1	1.197408929
3	1	4	5	0	left'	1	1.292583828
3	1	4	5	1	right'	1	0.812656144
3	0	8	5	2	right'	1	0.967058577
3	0	8	5	0	right'	0	0.891189213
3	1	4	5	0	left'	1	0.74343538
3	1	4	5	0	left'	1	0.93351044
3	0	8	5	2	left'	0	1.732145035
3	0	8	5	2	right'	1	1.182785007
3	0	4	5	0	left'	1	0.650534576
3	0	4	5	0	left'	1	0.83384064
3	1	2	5	0	left'	1	1.295677403
3	1	2	5	0	left'	1	1.141336154
3	0	8	5	2	right'	1	1.064701389
3	0	8	5	2	right'	1	2.085081405
3	0	2	5	0	left'	1	0.592706395
3	0	2	5	1	right'	1	1.128533562
3	0	6	5	1	right'	1	1.711988837
3	0	6	5	1	left'	0	0.832767342
3	1	2	5	0	left'	1	0.733509256
3	1	2	5	1	right'	1	0.684889956
3	1	2	5	0	left'	1	0.727401054
3	1	2	5	0	left'	1	0.670459457
3	0	4	5	2	right'	1	0.648614957
3	0	4	5	1	right'	1	1.162293675
3	1	8	5	2	right'	1	0.72178825
3	1	8	5	1	right'	1	1.223600302
3	0	6	5	0	left'	1	1.265232314
3	0	6	5	0	left'	1	0.937594417
3	0	4	5	0	right'	0	1.315277808
3	0	4	5	1	right'	1	1.392776263
3	1	2	5	2	right'	1	0.697485705
3	1	2	5	0	left'	1	0.799258679
3	1	6	5	1	left'	0	1.680978481
3	1	6	5	0	right'	0	1.806784786
3	1	6	5	2	right'	1	0.718942177
3	1	6	5	0	left'	1	1.095654113
3	1	4	5	0	left'	1	1.04843535
3	1	4	5	1	right'	1	1.273701849
3	1	8	5	0	left'	1	1.504651415
3	1	8	5	1	right'	1	1.066478902
3	0	4	5	2	right'	1	0.91389464
3	0	4	5	2	right'	1	0.741625104
3	0	8	5	0	right'	0	1.088529851
3	0	8	5	0	right'	0	1.376404435
3	0	6	5	0	right'	0	1.134536763
3	0	6	5	0	left'	1	1.268277731
3	1	4	5	1	right'	1	1.410477181
3	1	4	5	1	left'	0	2.012371142
3	0	6	5	2	right'	1	1.186252401
3	0	6	5	0	right'	0	1.341951948
3	0	2	5	2	right'	1	0.641473326
3	0	2	5	0	left'	1	0.787234908
3	0	6	5	2	right'	1	1.295534902
3	0	6	5	1	right'	1	1.247551134
3	0	8	5	0	right'	0	1.981562498
3	0	8	5	1	right'	1	1.768285034
3	1	8	5	0	left'	1	0.677636614
3	1	8	5	0	right'	0	0.82233082
3	0	8	5	0	right'	0	2.207209921
3	0	8	5	1	right'	1	0.94158563
3	0	8	5	1	right'	1	1.189678346
3	0	8	5	2	left'	0	1.290528813
3	0	4	5	0	left'	1	1.739159954
3	0	4	5	1	right'	1	0.863328485
3	1	4	5	0	left'	1	1.172434143
3	1	4	5	2	right'	1	0.927738556
3	0	8	5	0	right'	0	1.264841522
3	0	8	5	2	left'	0	0.596318658
3	1	2	5	1	right'	1	0.929864229
3	1	2	5	2	right'	1	0.626965064
3	1	4	5	0	left'	1	0.678620306
3	1	4	5	0	left'	1	0.537950472
3	1	2	5	0	left'	1	0.545823161
3	1	2	5	1	right'	1	0.688049058
3	0	6	5	2	right'	1	0.655163689
3	0	6	5	0	left'	1	1.110866197
3	0	4	5	2	right'	1	2.485305223
3	0	4	5	1	right'	1	1.360520898
3	0	4	5	0	left'	1	0.821695683
3	0	4	5	2	right'	1	0.811493636
3	1	2	5	1	left'	0	0.884571007
3	1	2	5	0	left'	1	0.567505818
3	1	6	5	1	right'	1	1.844252689
3	1	6	5	2	right'	1	0.712722658
3	0	6	5	0	right'	0	0.966718706
3	0	6	5	0	left'	1	1.45253038
3	1	2	5	0	left'	1	0.782438031
3	1	2	5	1	right'	1	1.848599562
3	0	2	5	2	right'	1	0.61058534
3	0	2	5	0	left'	1	1.730680156
3	1	8	5	0	left'	1	0.782536716
3	1	8	5	0	left'	1	0.805985833
3	0	2	5	1	right'	1	1.508183546
3	0	2	5	2	right'	1	0.592471919
3	0	8	5	0	right'	0	1.557690615
3	0	8	5	0	right'	0	2.259628589
3	1	8	0.3	1	left'	0	1.963904212
3	1	8	0.3	1	right'	1	1.585608975
3	0	6	0.3	0	left'	1	0.820848177
3	0	6	0.3	0	right'	0	0.642069778
3	1	4	0.3	1	left'	0	0.786501481
3	1	4	0.3	0	left'	1	0.890191311
3	0	2	0.3	0	left'	1	0.699053612
3	0	2	0.3	0	left'	1	0.431164699
3	0	6	0.3	0	left'	1	0.856740674
3	0	6	0.3	1	left'	0	0.830507063
3	1	8	0.3	2	right'	1	1.508235257
3	1	8	0.3	1	left'	0	0.86455573
3	1	2	0.3	2	right'	1	0.59198481
3	1	2	0.3	1	left'	0	0.585442
3	0	4	0.3	2	right'	1	0.61878961
3	0	4	0.3	2	right'	1	0.616672226
3	1	2	0.3	0	left'	1	0.933002015
3	1	2	0.3	2	right'	1	0.494606869
3	1	2	0.3	0	left'	1	0.568221481
3	1	2	0.3	0	left'	1	0.449608122
3	0	6	0.3	1	left'	0	0.919423364
3	0	6	0.3	0	left'	1	1.136641515
3	1	2	0.3	0	left'	1	0.643108338
3	1	2	0.3	1	right'	1	0.495764246
3	0	6	0.3	2	right'	1	0.615337611
3	0	6	0.3	0	left'	1	0.990151639
3	0	4	0.3	0	left'	1	1.276569238
3	0	4	0.3	0	left'	1	0.800017369
3	0	2	0.3	2	right'	1	0.613826153
3	0	2	0.3	0	left'	1	1.27542173
3	0	8	0.3	1	left'	0	1.963493288
3	0	8	0.3	0	left'	1	0.740589702
3	0	6	0.3	0	left'	1	1.476571607
3	0	6	0.3	2	right'	1	0.631596544
3	1	4	0.3	2	left'	0	1.868140756
3	1	4	0.3	1	left'	0	0.879045046
3	1	4	0.3	1	right'	1	1.174877187
3	1	4	0.3	1	right'	1	1.557290744
3	0	8	0.3	1	right'	1	0.977358915
3	0	8	0.3	0	left'	1	1.494856344
3	1	8	0.3	0	right'	0	1.653966048
3	1	8	0.3	2	right'	1	0.872187628
3	1	8	0.3	1	left'	0	1.827052696
3	1	8	0.3	2	left'	0	0.960724979
3	0	4	0.3	0	left'	1	0.656777779
3	0	4	0.3	1	right'	1	0.635164597
3	0	6	0.3	0	right'	0	0.994243116
3	0	6	0.3	2	right'	1	0.727006709
3	1	8	0.3	2	left'	0	1.715311756
3	1	8	0.3	0	left'	1	0.996734713
3	0	6	0.3	0	right'	0	1.013954838
3	0	6	0.3	2	right'	1	1.618663293
3	0	6	0.3	2	right'	1	0.613236017
3	0	6	0.3	0	left'	1	0.62227674
3	1	8	0.3	2	left'	0	2.020682386
3	1	8	0.3	0	left'	1	0.666927326
3	1	2	0.3	0	left'	1	0.769610175
3	1	2	0.3	0	left'	1	0.427686253
3	1	2	0.3	2	right'	1	0.702267582
3	1	2	0.3	0	left'	1	0.98503976
3	0	4	0.3	0	left'	1	0.82880534
3	0	4	0.3	0	left'	1	1.393271662
3	1	8	0.3	1	left'	0	0.939467062
3	1	8	0.3	0	left'	1	0.62074594
3	1	4	0.3	1	left'	0	0.599816051
3	1	4	0.3	2	left'	0	1.739666405
3	1	6	0.3	1	left'	0	2.380971178
3	1	6	0.3	2	left'	0	0.916375974
3	0	8	0.3	2	right'	1	0.646579679
3	0	8	0.3	0	left'	1	0.685940359
3	0	6	0.3	2	right'	1	0.817732892
3	0	6	0.3	0	left'	1	0.784367124
3	1	2	0.3	2	right'	1	0.588700576
3	1	2	0.3	0	left'	1	0.677964248
3	1	4	0.3	0	left'	1	0.722827994
3	1	4	0.3	2	right'	1	0.547486988
3	0	2	0.3	2	right'	1	0.53015831
3	0	2	0.3	1	left'	0	0.860389648
3	0	4	0.3	2	right'	1	0.572846646
3	0	4	0.3	0	left'	1	0.582971324
3	1	8	0.3	2	right'	1	0.765311065
3	1	8	0.3	1	left'	0	0.503965358
3	1	2	0.3	0	left'	1	0.453883943
3	1	2	0.3	2	right'	1	0.401550932
3	1	6	0.3	1	left'	0	1.694698843
3	1	6	0.3	0	right'	0	1.669476161
3	1	8	0.3	2	right'	1	0.650799841
3	1	8	0.3	1	left'	0	0.737266783
3	0	4	0.3	0	left'	1	1.520805743
3	0	4	0.3	2	right'	1	0.585924372
3	1	8	0.3	2	left'	0	0.940695887
3	1	8	0.3	0	right'	0	0.978351685
3	0	8	0.3	2	right'	1	1.320916665
3	0	8	0.3	2	right'	1	1.145488027
3	1	6	0.3	1	left'	0	0.885097984
3	1	6	0.3	2	right'	1	0.607299921
3	0	6	0.3	0	left'	1	1.821362523
3	0	6	0.3	0	right'	0	0.540249436
3	0	2	0.3	1	right'	1	0.810392707
3	0	2	0.3	1	right'	1	0.808005716
3	1	4	0.3	0	right'	0	1.504413387
3	1	4	0.3	0	left'	1	1.969055171
3	0	6	0.3	0	left'	1	1.11528965
3	0	6	0.3	0	left'	1	0.949434634
3	1	8	0.3	0	right'	0	0.969967809
3	1	8	0.3	1	right'	1	0.945920661
3	1	2	0.3	0	left'	1	0.617665786
3	1	2	0.3	2	right'	1	0.414851686
3	1	6	0.3	0	right'	0	0.909805137
3	1	6	0.3	0	left'	1	0.738602187
3	0	4	0.3	2	right'	1	1.082040725
3	0	4	0.3	0	left'	1	1.003271603
3	0	2	0.3	0	left'	1	0.468400495
3	0	2	0.3	2	right'	1	0.423741224
3	0	4	0.3	1	right'	1	1.086499705
3	0	4	0.3	0	left'	1	0.898945848
3	1	6	0.3	2	right'	1	0.73476887
3	1	6	0.3	1	left'	0	0.609384542
3	1	2	0.3	0	left'	1	1.353761771
3	1	2	0.3	1	right'	1	0.505847871
3	1	4	0.3	0	right'	0	1.644843219
3	1	4	0.3	1	left'	0	0.914240432
3	1	2	0.3	2	right'	1	0.926849997
3	1	2	0.3	0	left'	1	0.984836074
3	0	6	0.3	2	right'	1	0.522554834
3	0	6	0.3	1	left'	0	0.550947671
3	1	2	0.3	2	right'	1	0.46662614
3	1	2	0.3	1	right'	1	0.989222817
3	0	8	0.3	0	right'	0	1.675356203
3	0	8	0.3	0	left'	1	0.951594255
3	1	6	0.3	0	left'	1	1.269066026
3	1	6	0.3	0	right'	0	0.839298311
3	0	8	0.3	0	left'	1	1.449855624
3	0	8	0.3	0	left'	1	0.917668746
3	1	4	0.3	0	left'	1	0.831439833
3	1	4	0.3	0	left'	1	0.700660202
3	1	4	0.3	2	right'	1	0.601821724
3	1	4	0.3	2	right'	1	0.544318018
3	1	2	0.3	2	right'	1	0.428103888
3	1	2	0.3	1	right'	1	1.972912962
3	0	6	0.3	2	right'	1	0.61489195
3	0	6	0.3	0	left'	1	0.813980101
3	0	6	0.3	0	left'	1	0.729793966
3	0	6	0.3	0	left'	1	0.859300561
3	1	8	0.3	0	left'	1	0.872317497
3	1	8	0.3	1	right'	1	0.594736146
3	0	2	0.3	2	right'	1	0.510772644
3	0	2	0.3	2	right'	1	0.648692326
3	0	8	0.3	0	left'	1	0.670500905
3	0	8	0.3	2	right'	1	0.545097629
3	1	4	0.3	0	left'	1	0.485435487
3	1	4	0.3	2	right'	1	0.417138808
3	0	4	0.3	2	right'	1	0.545572501
3	0	4	0.3	0	left'	1	0.477272664
3	1	8	0.3	0	right'	0	0.711768967
3	1	8	0.3	0	left'	1	0.688303271
3	0	4	0.3	0	left'	1	0.790536905
3	0	4	0.3	0	left'	1	0.980949467
3	0	2	0.3	0	left'	1	0.592019153
3	0	2	0.3	0	left'	1	0.439354364
3	1	4	2	2	right'	1	0.753284925
3	1	4	2	0	left'	1	0.676881872
3	0	2	2	0	left'	1	0.465688239
3	0	2	2	0	left'	1	0.805926227
3	0	4	2	2	right'	1	0.634164721
3	0	4	2	1	left'	0	0.624544915
3	1	4	2	0	right'	0	0.797433008
3	1	4	2	0	left'	1	0.669596556
3	0	8	2	2	right'	1	0.780881572
3	0	8	2	1	left'	0	0.878382278
3	1	4	2	0	left'	1	0.659983855
3	1	4	2	2	right'	1	0.773049147
3	1	6	2	0	left'	1	0.736693226
3	1	6	2	2	right'	1	0.531879375
3	1	2	2	0	left'	1	0.52280431
3	1	2	2	0	left'	1	0.387296487
3	1	6	2	0	left'	1	0.948430811
3	1	6	2	1	right'	1	0.63479591
3	1	8	2	0	left'	1	0.860357674
3	1	8	2	2	right'	1	0.573750994
3	0	6	2	0	left'	1	0.770582024
3	0	6	2	1	left'	0	0.568606352
3	1	8	2	2	right'	1	0.718086776
3	1	8	2	2	left'	0	0.767530686
3	0	2	2	0	left'	1	0.490406049
3	0	2	2	1	right'	1	0.626691509
3	0	6	2	2	right'	1	0.877217796
3	0	6	2	2	right'	1	0.664369413
3	1	8	2	0	right'	0	0.581171311
3	1	8	2	0	right'	0	0.660251883
3	1	4	2	2	right'	1	0.529505411
3	1	4	2	1	left'	0	1.104605231
3	1	6	2	0	left'	1	0.561679854
3	1	6	2	0	left'	1	0.694461999
3	0	8	2	0	left'	1	0.678323067
3	0	8	2	1	left'	0	0.72745237
3	1	6	2	1	right'	1	0.545941188
3	1	6	2	0	left'	1	0.756002313
3	0	8	2	2	right'	1	0.543816304
3	0	8	2	0	left'	1	0.565276328
3	1	8	2	0	right'	0	0.69129145
3	1	8	2	0	left'	1	0.93396518
3	0	4	2	0	left'	1	0.525923543
3	0	4	2	1	right'	1	0.713792008
3	0	2	2	0	left'	1	0.415644324
3	0	2	2	0	left'	1	0.358320225
3	1	4	2	1	right'	1	0.753444795
3	1	4	2	1	right'	1	1.005133985
3	0	8	2	0	left'	1	0.635880654
3	0	8	2	2	right'	1	0.790498615
3	0	2	2	2	right'	1	0.538381133
3	0	2	2	0	left'	1	1.13173569
3	1	2	2	1	right'	1	0.712384366
3	1	2	2	1	right'	1	1.831787993
3	1	6	2	0	left'	1	0.847369948
3	1	6	2	1	left'	0	1.462799139
3	0	4	2	0	left'	1	0.730348575
3	0	4	2	1	right'	1	1.000150001
3	0	6	2	1	right'	1	0.866675877
3	0	6	2	1	right'	1	1.017559601
3	0	2	2	0	left'	1	0.642244648
3	0	2	2	0	left'	1	0.463810857
3	1	2	2	2	right'	1	0.505497342
3	1	2	2	1	right'	1	2.19904473
3	1	6	2	0	right'	0	1.321366668
3	1	6	2	2	right'	1	1.444742166
3	1	4	2	0	left'	1	0.950350825
3	1	4	2	1	right'	1	1.076743713
3	0	6	2	1	right'	1	0.619250666
3	0	6	2	2	left'	0	0.9061684
3	1	2	2	0	left'	1	0.628765866
3	1	2	2	1	right'	1	0.791996258
3	0	4	2	2	right'	1	0.580952625
3	0	4	2	0	left'	1	0.980115777
3	0	8	2	2	right'	1	0.806424389
3	0	8	2	0	right'	0	0.987218723
3	0	8	2	0	left'	1	0.694984635
3	0	8	2	0	right'	0	0.742088528
3	0	2	2	2	right'	1	0.576520488
3	0	2	2	0	left'	1	0.520001658
3	1	4	2	1	right'	1	1.142770244
3	1	4	2	0	left'	1	0.713507795
3	1	6	2	0	left'	1	1.05334907
3	1	6	2	2	right'	1	0.894641211
3	1	8	2	1	left'	0	0.744388282
3	1	8	2	2	right'	1	1.26344888
3	1	8	2	2	left'	0	1.426030715
3	1	8	2	2	left'	0	2.386549639
3	1	8	2	0	left'	1	0.60704334
3	1	8	2	0	right'	0	0.658706477
3	1	6	2	1	right'	1	1.051187081
3	1	6	2	0	left'	1	1.470057612
3	0	2	2	2	right'	1	0.567965294
3	0	2	2	0	left'	1	0.78550279
3	1	4	2	1	right'	1	1.302743638
3	1	4	2	2	left'	0	1.255056319
3	0	6	2	0	right'	0	1.518433752
3	0	6	2	1	right'	1	1.897019518
3	1	8	2	0	left'	1	0.579426167
3	1	8	2	0	right'	0	1.405810963
3	1	6	2	2	right'	1	0.665924688
3	1	6	2	2	right'	1	0.763018022
3	1	4	2	2	right'	1	0.62170042
3	1	4	2	0	left'	1	0.469606425
3	0	6	2	0	left'	1	0.455533165
3	0	6	2	0	left'	1	0.628073493
3	1	4	2	2	right'	1	1.594922069
3	1	4	2	2	right'	1	0.639938973
3	0	2	2	0	left'	1	0.46854497
3	0	2	2	0	left'	1	0.416322881
3	0	2	2	0	left'	1	0.50240732
3	0	2	2	0	left'	1	0.462447426
3	1	2	2	2	right'	1	0.663828225
3	1	2	2	1	right'	1	0.674629882
3	0	8	2	0	left'	1	0.588230836
3	0	8	2	0	left'	1	0.598996572
3	0	4	2	0	left'	1	0.725096168
3	0	4	2	1	right'	1	0.689480384
3	0	4	2	0	left'	1	0.586143452
3	0	4	2	0	left'	1	1.444279136
3	0	2	2	1	right'	1	0.63873857
3	0	2	2	1	right'	1	0.739214034
3	0	4	2	0	left'	1	0.509926322
3	0	4	2	1	right'	1	0.675895812
3	0	2	2	2	right'	1	0.559702208
3	0	2	2	0	left'	1	0.42414978
3	0	6	2	0	left'	1	0.562791836
3	0	6	2	0	left'	1	0.57135374
3	1	4	2	0	left'	1	0.395871417
3	1	4	2	1	right'	1	0.647218368
3	0	6	2	0	left'	1	0.676895293
3	0	6	2	2	left'	0	0.703699698
3	0	8	2	0	left'	1	0.559047335
3	0	8	2	0	left'	1	0.942195897
3	0	6	2	0	left'	1	0.786281217
3	0	6	2	0	right'	0	2.018450923
3	0	2	2	0	left'	1	0.439185415
3	0	2	2	1	right'	1	0.658078841
3	0	4	2	1	right'	1	0.651094317
3	0	4	2	0	left'	1	1.166149097
