sz,ProbeType,CSI,ProbeType2,CSI2,cueorder,cat1,cat2,trial,position,ups,downs,pos,color,col_a,col_b
4,0,2,1,0.3,1,0,1,2020,223,"(200, 100),(100, 200),(-200, 100),(-100, 200)","(100, -200),(-100, -200),(200, -100),(-200, -100)","(200, 100),(100, 200),(-200, 100),(-100, 200),(100, -200),(-100, -200),(200, -100),(-200, -100)",,"(107, 142, 35),(255, 140, 0),(0, 128, 128),(255, 182, 193)","(255, 128, 0),(0, 100, 0),(128, 0, 128),(0, 230, 115)"
1,0,5,0,0.3,1,1,0,2021,440,"(100, 200)","(200, -100)","(100, 200),(200, -100)",,"(0, 128, 128)","(255, 128, 0)"
3,0,5,0,5,1,0,1,2022,466,"(100, 200),(200, 100),(-100, 200)","(100, -200),(-200, -100),(200, -100)","(100, 200),(200, 100),(-100, 200),(100, -200),(-200, -100),(200, -100)",,"(255, 182, 193),(107, 142, 35),(0, 128, 128)","(139, 69, 19),(128, 0, 128),(0, 100, 0)"
3,0,2,0,0.3,1,1,0,2023,474,"(-200, 100),(-100, 200),(200, 100)","(200, -100),(100, -200),(-200, -100)","(-200, 100),(-100, 200),(200, 100),(200, -100),(100, -200),(-200, -100)",,"(0, 128, 128),(0, 102, 102),(255, 182, 193)","(139, 69, 19),(128, 0, 128),(0, 230, 115)"
1,1,5,0,2,0,0,1,2024,632,"(-100, 200)","(100, -200)","(-100, 200),(100, -200)",,"(222, 184, 135)","(255, 128, 0)"
2,2,0.3,0,2,1,1,0,2025,1057,"(200, 100),(-200, 100)","(100, -200),(-200, -100)","(200, 100),(-200, 100),(100, -200),(-200, -100)",,"(0, 128, 128),(255, 182, 193)","(139, 69, 19),(0, 100, 0)"
1,0,0.3,1,0.3,0,1,0,2026,72,"(-200, 100)","(-100, -200)","(-200, 100),(-100, -200)",,"(0, 102, 102)","(0, 100, 0)"
2,1,2,1,5,1,0,1,2027,821,"(-100, 200),(-200, 100)","(200, -100),(-200, -100)","(-100, 200),(-200, 100),(200, -100),(-200, -100)",,"(0, 128, 128),(0, 102, 102)","(0, 100, 0),(139, 69, 19)"
4,0,0.3,1,2,1,0,1,2028,231,"(-200, 100),(100, 200),(200, 100),(-100, 200)","(-200, -100),(100, -200),(-100, -200),(200, -100)","(-200, 100),(100, 200),(200, 100),(-100, 200),(-200, -100),(100, -200),(-100, -200),(200, -100)",,"(255, 182, 193),(222, 184, 135),(107, 142, 35),(255, 140, 0)","(0, 230, 115),(255, 128, 0),(139, 69, 19),(0, 100, 0)"
1,0,2,0,0.3,1,1,0,2029,184,"(200, 100)","(-100, -200)","(200, 100),(-100, -200)",,"(107, 142, 35)","(0, 230, 115)"
1,2,5,0,0.3,1,0,1,2030,1016,"(-200, 100)","(-100, -200)","(-200, 100),(-100, -200)",,"(255, 182, 193)","(0, 230, 115)"
3,1,5,2,2,1,1,0,2031,850,"(-200, 100),(100, 200),(-100, 200)","(200, -100),(100, -200),(-100, -200)","(-200, 100),(100, 200),(-100, 200),(200, -100),(100, -200),(-100, -200)",,"(255, 182, 193),(222, 184, 135),(0, 128, 128)","(0, 100, 0),(128, 0, 128),(255, 128, 0)"
4,2,5,1,5,0,1,0,2032,971,"(-100, 200),(200, 100),(-200, 100),(100, 200)","(-100, -200),(100, -200),(-200, -100),(200, -100)","(-100, 200),(200, 100),(-200, 100),(100, 200),(-100, -200),(100, -200),(-200, -100),(200, -100)",,"(107, 142, 35),(255, 182, 193),(0, 128, 128),(0, 102, 102)","(139, 69, 19),(0, 230, 115),(255, 128, 0),(128, 0, 128)"
2,0,5,0,5,0,0,1,2033,357,"(100, 200),(200, 100)","(200, -100),(100, -200)","(100, 200),(200, 100),(200, -100),(100, -200)",,"(0, 102, 102),(222, 184, 135)","(128, 0, 128),(0, 100, 0)"
4,2,2,0,5,1,1,0,2034,1039,"(200, 100),(-100, 200),(100, 200),(-200, 100)","(100, -200),(-200, -100),(-100, -200),(200, -100)","(200, 100),(-100, 200),(100, 200),(-200, 100),(100, -200),(-200, -100),(-100, -200),(200, -100)",,"(107, 142, 35),(222, 184, 135),(0, 128, 128),(255, 140, 0)","(255, 128, 0),(139, 69, 19),(128, 0, 128),(0, 100, 0)"
3,0,5,0,2,0,0,1,2035,58,"(-100, 200),(100, 200),(-200, 100)","(-200, -100),(-100, -200),(200, -100)","(-100, 200),(100, 200),(-200, 100),(-200, -100),(-100, -200),(200, -100)",,"(222, 184, 135),(255, 182, 193),(255, 140, 0)","(128, 0, 128),(255, 128, 0),(139, 69, 19)"
1,0,2,2,5,0,1,0,2036,424,"(200, 100)","(-200, -100)","(200, 100),(-200, -100)",,"(255, 182, 193)","(139, 69, 19)"
3,1,0.3,0,0.3,0,0,1,2037,578,"(100, 200),(-100, 200),(-200, 100)","(200, -100),(-100, -200),(-200, -100)","(100, 200),(-100, 200),(-200, 100),(200, -100),(-100, -200),(-200, -100)",,"(107, 142, 35),(0, 128, 128),(0, 102, 102)","(255, 128, 0),(128, 0, 128),(0, 230, 115)"
3,0,0.3,0,0.3,0,0,1,2038,290,"(200, 100),(-200, 100),(-100, 200)","(200, -100),(100, -200),(-100, -200)","(200, 100),(-200, 100),(-100, 200),(200, -100),(100, -200),(-100, -200)",,"(222, 184, 135),(107, 142, 35),(0, 102, 102)","(0, 100, 0),(0, 230, 115),(128, 0, 128)"
3,2,2,1,0.3,0,1,0,2039,942,"(200, 100),(-100, 200),(100, 200)","(-100, -200),(200, -100),(100, -200)","(200, 100),(-100, 200),(100, 200),(-100, -200),(200, -100),(100, -200)",,"(107, 142, 35),(255, 140, 0),(222, 184, 135)","(0, 100, 0),(255, 128, 0),(0, 230, 115)"
2,1,0.3,1,5,0,0,1,2040,673,"(200, 100),(-200, 100)","(100, -200),(-200, -100)","(200, 100),(-200, 100),(100, -200),(-200, -100)",,"(0, 102, 102),(0, 128, 128)","(0, 100, 0),(128, 0, 128)"
4,1,5,0,0.3,0,1,0,2041,623,"(200, 100),(-200, 100),(100, 200),(-100, 200)","(100, -200),(200, -100),(-100, -200),(-200, -100)","(200, 100),(-200, 100),(100, 200),(-100, 200),(100, -200),(200, -100),(-100, -200),(-200, -100)",,"(222, 184, 135),(107, 142, 35),(0, 102, 102),(255, 140, 0)","(139, 69, 19),(255, 128, 0),(0, 100, 0),(0, 230, 115)"
4,1,2,0,0.3,0,0,1,2042,583,"(100, 200),(-100, 200),(-200, 100),(200, 100)","(-200, -100),(200, -100),(100, -200),(-100, -200)","(100, 200),(-100, 200),(-200, 100),(200, 100),(-200, -100),(200, -100),(100, -200),(-100, -200)",,"(0, 102, 102),(0, 128, 128),(255, 182, 193),(222, 184, 135)","(0, 230, 115),(0, 100, 0),(255, 128, 0),(139, 69, 19)"
3,2,0.3,0,2,1,1,0,2043,1022,"(-200, 100),(200, 100),(100, 200)","(100, -200),(-100, -200),(-200, -100)","(-200, 100),(200, 100),(100, 200),(100, -200),(-100, -200),(-200, -100)",,"(222, 184, 135),(0, 128, 128),(0, 102, 102)","(139, 69, 19),(255, 128, 0),(0, 230, 115)"
2,0,5,0,2,1,1,0,2044,453,"(-100, 200),(200, 100)","(-100, -200),(-200, -100)","(-100, 200),(200, 100),(-100, -200),(-200, -100)",,"(255, 140, 0),(222, 184, 135)","(128, 0, 128),(139, 69, 19)"
1,0,2,0,2,1,0,1,2045,196,"(-100, 200)","(200, -100)","(-100, 200),(200, -100)",,"(222, 184, 135)","(0, 230, 115)"
3,2,2,2,5,1,0,1,2046,1146,"(-100, 200),(100, 200),(200, 100)","(-100, -200),(100, -200),(200, -100)","(-100, 200),(100, 200),(200, 100),(-100, -200),(100, -200),(200, -100)",,"(0, 128, 128),(255, 140, 0),(222, 184, 135)","(128, 0, 128),(255, 128, 0),(0, 100, 0)"
3,0,2,1,5,0,1,0,2047,102,"(-200, 100),(100, 200),(-100, 200)","(100, -200),(-200, -100),(200, -100)","(-200, 100),(100, 200),(-100, 200),(100, -200),(-200, -100),(200, -100)",,"(0, 128, 128),(255, 140, 0),(222, 184, 135)","(0, 230, 115),(139, 69, 19),(128, 0, 128)"
1,2,0.3,2,5,1,0,1,2048,1140,"(-200, 100)","(200, -100)","(-200, 100),(200, -100)",,"(0, 102, 102)","(128, 0, 128)"
1,0,2,0,2,0,1,0,2049,304,"(-200, 100)","(200, -100)","(-200, 100),(200, -100)",,"(107, 142, 35)","(139, 69, 19)"
3,1,5,1,2,1,1,0,2050,814,"(200, 100),(-100, 200),(-200, 100)","(200, -100),(100, -200),(-100, -200)","(200, 100),(-100, 200),(-200, 100),(200, -100),(100, -200),(-100, -200)",,"(255, 140, 0),(107, 142, 35),(0, 102, 102)","(128, 0, 128),(0, 100, 0),(0, 230, 115)"
2,0,2,0,2,1,0,1,2051,197,"(-200, 100),(-100, 200)","(200, -100),(100, -200)","(-200, 100),(-100, 200),(200, -100),(100, -200)",,"(255, 182, 193),(0, 128, 128)","(0, 230, 115),(255, 128, 0)"
2,1,2,1,5,0,0,1,2052,677,"(100, 200),(-100, 200)","(100, -200),(200, -100)","(100, 200),(-100, 200),(100, -200),(200, -100)",,"(255, 182, 193),(107, 142, 35)","(0, 230, 115),(139, 69, 19)"
2,0,5,0,0.3,0,1,0,2053,297,"(-200, 100),(100, 200)","(-200, -100),(200, -100)","(-200, 100),(100, 200),(-200, -100),(200, -100)",,"(107, 142, 35),(255, 182, 193)","(139, 69, 19),(128, 0, 128)"
4,0,0.3,0,5,0,1,0,2054,27,"(200, 100),(100, 200),(-200, 100),(-100, 200)","(-100, -200),(100, -200),(-200, -100),(200, -100)","(200, 100),(100, 200),(-200, 100),(-100, 200),(-100, -200),(100, -200),(-200, -100),(200, -100)",,"(0, 102, 102),(107, 142, 35),(0, 128, 128),(255, 140, 0)","(128, 0, 128),(255, 128, 0),(0, 230, 115),(0, 100, 0)"
1,0,0.3,2,0.3,0,0,1,2055,108,"(-100, 200)","(100, -200)","(-100, 200),(100, -200)",,"(0, 128, 128)","(139, 69, 19)"
3,1,2,0,5,0,1,0,2056,606,"(-100, 200),(200, 100),(100, 200)","(-100, -200),(-200, -100),(100, -200)","(-100, 200),(200, 100),(100, 200),(-100, -200),(-200, -100),(100, -200)",,"(255, 182, 193),(255, 140, 0),(0, 102, 102)","(139, 69, 19),(128, 0, 128),(255, 128, 0)"
1,1,2,2,2,1,0,1,2057,844,"(-100, 200)","(-200, -100)","(-100, 200),(-200, -100)",,"(255, 182, 193)","(139, 69, 19)"
4,0,0.3,0,5,0,1,0,2058,63,"(200, 100),(100, 200),(-100, 200),(-200, 100)","(200, -100),(100, -200),(-100, -200),(-200, -100)","(200, 100),(100, 200),(-100, 200),(-200, 100),(200, -100),(100, -200),(-100, -200),(-200, -100)",,"(255, 140, 0),(0, 102, 102),(107, 142, 35),(222, 184, 135)","(128, 0, 128),(0, 100, 0),(255, 128, 0),(139, 69, 19)"
3,1,2,1,2,0,0,1,2059,666,"(-100, 200),(200, 100),(-200, 100)","(100, -200),(-100, -200),(200, -100)","(-100, 200),(200, 100),(-200, 100),(100, -200),(-100, -200),(200, -100)",,"(255, 182, 193),(255, 140, 0),(0, 102, 102)","(255, 128, 0),(128, 0, 128),(0, 230, 115)"
1,0,5,2,5,0,0,1,2060,140,"(-200, 100)","(200, -100)","(-200, 100),(200, -100)",,"(255, 140, 0)","(0, 230, 115)"
3,0,0.3,0,0.3,0,1,0,2061,38,"(200, 100),(-200, 100),(100, 200)","(100, -200),(-200, -100),(-100, -200)","(200, 100),(-200, 100),(100, 200),(100, -200),(-200, -100),(-100, -200)",,"(255, 182, 193),(0, 102, 102),(255, 140, 0)","(139, 69, 19),(128, 0, 128),(255, 128, 0)"
2,0,0.3,2,2,0,0,1,2062,409,"(-100, 200),(-200, 100)","(200, -100),(-100, -200)","(-100, 200),(-200, 100),(200, -100),(-100, -200)",,"(0, 128, 128),(255, 182, 193)","(255, 128, 0),(139, 69, 19)"
4,2,0.3,0,5,0,1,0,2063,891,"(-100, 200),(-200, 100),(200, 100),(100, 200)","(100, -200),(-200, -100),(200, -100),(-100, -200)","(-100, 200),(-200, 100),(200, 100),(100, 200),(100, -200),(-200, -100),(200, -100),(-100, -200)",,"(0, 128, 128),(107, 142, 35),(222, 184, 135),(255, 140, 0)","(255, 128, 0),(0, 230, 115),(0, 100, 0),(139, 69, 19)"
3,0,0.3,0,5,1,1,0,2064,206,"(-100, 200),(200, 100),(-200, 100)","(200, -100),(-200, -100),(100, -200)","(-100, 200),(200, 100),(-200, 100),(200, -100),(-200, -100),(100, -200)",,"(255, 140, 0),(255, 182, 193),(0, 128, 128)","(128, 0, 128),(0, 100, 0),(255, 128, 0)"
4,2,0.3,0,2,0,0,1,2065,879,"(200, 100),(-200, 100),(100, 200),(-100, 200)","(100, -200),(-200, -100),(200, -100),(-100, -200)","(200, 100),(-200, 100),(100, 200),(-100, 200),(100, -200),(-200, -100),(200, -100),(-100, -200)",,"(0, 102, 102),(107, 142, 35),(0, 128, 128),(255, 182, 193)","(128, 0, 128),(139, 69, 19),(0, 100, 0),(0, 230, 115)"
3,0,5,1,0.3,1,0,1,2066,514,"(100, 200),(-100, 200),(200, 100)","(-100, -200),(-200, -100),(100, -200)","(100, 200),(-100, 200),(200, 100),(-100, -200),(-200, -100),(100, -200)",,"(222, 184, 135),(255, 140, 0),(0, 128, 128)","(128, 0, 128),(139, 69, 19),(0, 100, 0)"
3,1,2,0,5,1,1,0,2067,786,"(200, 100),(-200, 100),(-100, 200)","(-100, -200),(200, -100),(100, -200)","(200, 100),(-200, 100),(-100, 200),(-100, -200),(200, -100),(100, -200)",,"(255, 182, 193),(255, 140, 0),(107, 142, 35)","(139, 69, 19),(0, 100, 0),(255, 128, 0)"
4,2,5,0,5,0,0,1,2068,899,"(100, 200),(-100, 200),(200, 100),(-200, 100)","(-200, -100),(-100, -200),(100, -200),(200, -100)","(100, 200),(-100, 200),(200, 100),(-200, 100),(-200, -100),(-100, -200),(100, -200),(200, -100)",,"(255, 182, 193),(222, 184, 135),(107, 142, 35),(255, 140, 0)","(139, 69, 19),(128, 0, 128),(0, 100, 0),(0, 230, 115)"
1,0,2,0,5,1,1,0,2069,496,"(-100, 200)","(200, -100)","(-100, 200),(200, -100)",,"(107, 142, 35)","(0, 100, 0)"
4,0,0.3,0,2,1,1,0,2070,159,"(100, 200),(-200, 100),(-100, 200),(200, 100)","(-200, -100),(-100, -200),(100, -200),(200, -100)","(100, 200),(-200, 100),(-100, 200),(200, 100),(-200, -100),(-100, -200),(100, -200),(200, -100)",,"(255, 182, 193),(222, 184, 135),(0, 128, 128),(107, 142, 35)","(255, 128, 0),(0, 230, 115),(128, 0, 128),(0, 100, 0)"
2,0,2,0,0.3,0,0,1,2071,293,"(100, 200),(-200, 100)","(100, -200),(-200, -100)","(100, 200),(-200, 100),(100, -200),(-200, -100)",,"(255, 182, 193),(0, 128, 128)","(255, 128, 0),(128, 0, 128)"
1,0,0.3,2,0.3,1,0,1,2072,252,"(200, 100)","(100, -200)","(200, 100),(100, -200)",,"(107, 142, 35)","(0, 100, 0)"
1,0,5,1,0.3,1,1,0,2073,224,"(200, 100)","(100, -200)","(200, 100),(100, -200)",,"(222, 184, 135)","(255, 128, 0)"
1,0,2,1,0.3,0,1,0,2074,76,"(100, 200)","(-200, -100)","(100, 200),(-200, -100)",,"(255, 140, 0)","(139, 69, 19)"
3,2,2,0,5,1,0,1,2075,1038,"(200, 100),(-100, 200),(-200, 100)","(-200, -100),(100, -200),(200, -100)","(200, 100),(-100, 200),(-200, 100),(-200, -100),(100, -200),(200, -100)",,"(222, 184, 135),(255, 182, 193),(0, 102, 102)","(139, 69, 19),(255, 128, 0),(128, 0, 128)"
4,0,5,0,5,0,0,1,2076,359,"(-200, 100),(100, 200),(-100, 200),(200, 100)","(200, -100),(100, -200),(-100, -200),(-200, -100)","(-200, 100),(100, 200),(-100, 200),(200, 100),(200, -100),(100, -200),(-100, -200),(-200, -100)",,"(107, 142, 35),(0, 128, 128),(222, 184, 135),(255, 182, 193)","(128, 0, 128),(0, 230, 115),(0, 100, 0),(255, 128, 0)"
1,1,2,2,0.3,1,1,0,2077,832,"(-100, 200)","(-200, -100)","(-100, 200),(-200, -100)",,"(255, 140, 0)","(0, 100, 0)"
2,0,5,0,2,1,0,1,2078,165,"(-100, 200),(100, 200)","(-200, -100),(100, -200)","(-100, 200),(100, 200),(-200, -100),(100, -200)",,"(0, 128, 128),(255, 182, 193)","(0, 100, 0),(128, 0, 128)"
4,1,5,0,2,0,1,0,2079,599,"(-100, 200),(100, 200),(-200, 100),(200, 100)","(-200, -100),(200, -100),(-100, -200),(100, -200)","(-100, 200),(100, 200),(-200, 100),(200, 100),(-200, -100),(200, -100),(-100, -200),(100, -200)",,"(0, 102, 102),(0, 128, 128),(222, 184, 135),(255, 140, 0)","(255, 128, 0),(139, 69, 19),(0, 100, 0),(128, 0, 128)"
1,0,2,2,2,0,1,0,2080,124,"(200, 100)","(-100, -200)","(200, 100),(-100, -200)",,"(0, 102, 102)","(0, 230, 115)"
1,0,5,0,2,0,0,1,2081,308,"(200, 100)","(200, -100)","(200, 100),(200, -100)",,"(255, 182, 193)","(0, 230, 115)"
1,0,0.3,1,5,1,1,0,2082,528,"(-100, 200)","(-100, -200)","(-100, 200),(-100, -200)",,"(222, 184, 135)","(255, 128, 0)"
4,1,2,2,0.3,1,0,1,2083,835,"(200, 100),(-100, 200),(-200, 100),(100, 200)","(-100, -200),(200, -100),(-200, -100),(100, -200)","(200, 100),(-100, 200),(-200, 100),(100, 200),(-100, -200),(200, -100),(-200, -100),(100, -200)",,"(255, 140, 0),(222, 184, 135),(107, 142, 35),(0, 128, 128)","(139, 69, 19),(128, 0, 128),(255, 128, 0),(0, 100, 0)"
4,0,5,2,5,1,0,1,2084,287,"(-200, 100),(200, 100),(-100, 200),(100, 200)","(-200, -100),(200, -100),(100, -200),(-100, -200)","(-200, 100),(200, 100),(-100, 200),(100, 200),(-200, -100),(200, -100),(100, -200),(-100, -200)",,"(0, 128, 128),(222, 184, 135),(107, 142, 35),(255, 140, 0)","(0, 230, 115),(128, 0, 128),(0, 100, 0),(139, 69, 19)"
2,0,2,0,2,0,1,0,2085,341,"(-100, 200),(-200, 100)","(-100, -200),(100, -200)","(-100, 200),(-200, 100),(-100, -200),(100, -200)",,"(222, 184, 135),(107, 142, 35)","(139, 69, 19),(0, 100, 0)"
4,2,0.3,1,5,0,1,0,2086,963,"(-200, 100),(100, 200),(200, 100),(-100, 200)","(-100, -200),(100, -200),(200, -100),(-200, -100)","(-200, 100),(100, 200),(200, 100),(-100, 200),(-100, -200),(100, -200),(200, -100),(-200, -100)",,"(255, 182, 193),(0, 102, 102),(0, 128, 128),(255, 140, 0)","(0, 230, 115),(0, 100, 0),(128, 0, 128),(139, 69, 19)"
2,2,0.3,0,0.3,0,0,1,2087,865,"(100, 200),(-200, 100)","(-100, -200),(100, -200)","(100, 200),(-200, 100),(-100, -200),(100, -200)",,"(255, 140, 0),(0, 102, 102)","(128, 0, 128),(0, 100, 0)"
3,2,5,0,2,1,1,0,2088,1030,"(200, 100),(-100, 200),(100, 200)","(-200, -100),(-100, -200),(200, -100)","(200, 100),(-100, 200),(100, 200),(-200, -100),(-100, -200),(200, -100)",,"(255, 182, 193),(0, 102, 102),(0, 128, 128)","(0, 100, 0),(139, 69, 19),(128, 0, 128)"
2,2,0.3,2,5,0,0,1,2089,997,"(100, 200),(200, 100)","(100, -200),(200, -100)","(100, 200),(200, 100),(100, -200),(200, -100)",,"(222, 184, 135),(0, 102, 102)","(255, 128, 0),(0, 230, 115)"
4,1,5,0,5,0,0,1,2090,611,"(-100, 200),(100, 200),(200, 100),(-200, 100)","(100, -200),(200, -100),(-200, -100),(-100, -200)","(-100, 200),(100, 200),(200, 100),(-200, 100),(100, -200),(200, -100),(-200, -100),(-100, -200)",,"(255, 140, 0),(0, 102, 102),(107, 142, 35),(0, 128, 128)","(139, 69, 19),(0, 100, 0),(255, 128, 0),(0, 230, 115)"
3,2,2,0,2,0,1,0,2091,918,"(-100, 200),(100, 200),(200, 100)","(100, -200),(200, -100),(-200, -100)","(-100, 200),(100, 200),(200, 100),(100, -200),(200, -100),(-200, -100)",,"(0, 128, 128),(255, 182, 193),(0, 102, 102)","(0, 100, 0),(128, 0, 128),(139, 69, 19)"
2,2,2,0,5,1,1,0,2092,1073,"(200, 100),(-100, 200)","(100, -200),(-200, -100)","(200, 100),(-100, 200),(100, -200),(-200, -100)",,"(0, 102, 102),(222, 184, 135)","(128, 0, 128),(0, 100, 0)"
2,0,0.3,1,2,0,0,1,2093,85,"(-200, 100),(100, 200)","(200, -100),(-100, -200)","(-200, 100),(100, 200),(200, -100),(-100, -200)",,"(0, 128, 128),(0, 102, 102)","(255, 128, 0),(0, 230, 115)"
3,0,0.3,2,0.3,1,0,1,2094,254,"(200, 100),(-100, 200),(-200, 100)","(200, -100),(-100, -200),(100, -200)","(200, 100),(-100, 200),(-200, 100),(200, -100),(-100, -200),(100, -200)",,"(255, 182, 193),(0, 128, 128),(0, 102, 102)","(0, 100, 0),(255, 128, 0),(139, 69, 19)"
4,0,2,0,0.3,1,1,0,2095,187,"(200, 100),(-100, 200),(100, 200),(-200, 100)","(200, -100),(100, -200),(-100, -200),(-200, -100)","(200, 100),(-100, 200),(100, 200),(-200, 100),(200, -100),(100, -200),(-100, -200),(-200, -100)",,"(0, 102, 102),(255, 182, 193),(0, 128, 128),(255, 140, 0)","(139, 69, 19),(255, 128, 0),(128, 0, 128),(0, 100, 0)"
1,0,0.3,0,5,1,0,1,2096,204,"(100, 200)","(-200, -100)","(100, 200),(-200, -100)",,"(107, 142, 35)","(0, 100, 0)"
2,0,2,1,0.3,0,1,0,2097,77,"(-200, 100),(100, 200)","(-200, -100),(200, -100)","(-200, 100),(100, 200),(-200, -100),(200, -100)",,"(0, 102, 102),(255, 182, 193)","(128, 0, 128),(0, 230, 115)"
2,0,5,0,2,0,1,0,2098,345,"(100, 200),(-100, 200)","(200, -100),(-100, -200)","(100, 200),(-100, 200),(200, -100),(-100, -200)",,"(255, 182, 193),(0, 102, 102)","(0, 230, 115),(139, 69, 19)"
3,1,0.3,2,2,0,0,1,2099,698,"(100, 200),(200, 100),(-200, 100)","(100, -200),(-100, -200),(200, -100)","(100, 200),(200, 100),(-200, 100),(100, -200),(-100, -200),(200, -100)",,"(255, 140, 0),(255, 182, 193),(0, 128, 128)","(0, 100, 0),(139, 69, 19),(0, 230, 115)"
4,1,0.3,2,2,1,0,1,2100,843,"(-200, 100),(-100, 200),(200, 100),(100, 200)","(-200, -100),(200, -100),(-100, -200),(100, -200)","(-200, 100),(-100, 200),(200, 100),(100, 200),(-200, -100),(200, -100),(-100, -200),(100, -200)",,"(107, 142, 35),(0, 128, 128),(255, 182, 193),(222, 184, 135)","(255, 128, 0),(139, 69, 19),(128, 0, 128),(0, 100, 0)"
2,0,2,2,2,0,1,0,2101,125,"(100, 200),(200, 100)","(-100, -200),(-200, -100)","(100, 200),(200, 100),(-100, -200),(-200, -100)",,"(222, 184, 135),(255, 182, 193)","(255, 128, 0),(0, 100, 0)"
3,0,2,0,5,0,0,1,2102,66,"(100, 200),(-200, 100),(-100, 200)","(-100, -200),(200, -100),(-200, -100)","(100, 200),(-200, 100),(-100, 200),(-100, -200),(200, -100),(-200, -100)",,"(255, 182, 193),(0, 128, 128),(255, 140, 0)","(255, 128, 0),(128, 0, 128),(0, 230, 115)"
3,1,0.3,1,2,1,1,0,2103,806,"(100, 200),(-100, 200),(-200, 100)","(100, -200),(-200, -100),(-100, -200)","(100, 200),(-100, 200),(-200, 100),(100, -200),(-200, -100),(-100, -200)",,"(0, 102, 102),(0, 128, 128),(255, 182, 193)","(0, 230, 115),(255, 128, 0),(139, 69, 19)"
1,0,0.3,0,2,1,1,0,2104,444,"(-200, 100)","(-200, -100)","(-200, 100),(-200, -100)",,"(107, 142, 35)","(139, 69, 19)"
3,1,2,1,5,0,0,1,2105,678,"(-200, 100),(100, 200),(-100, 200)","(100, -200),(-200, -100),(200, -100)","(-200, 100),(100, 200),(-100, 200),(100, -200),(-200, -100),(200, -100)",,"(0, 128, 128),(0, 102, 102),(255, 140, 0)","(0, 230, 115),(128, 0, 128),(0, 100, 0)"
2,0,0.3,1,2,1,0,1,2106,517,"(200, 100),(-200, 100)","(-200, -100),(100, -200)","(200, 100),(-200, 100),(-200, -100),(100, -200)",,"(0, 128, 128),(107, 142, 35)","(139, 69, 19),(128, 0, 128)"
2,2,2,1,0.3,0,1,0,2107,941,"(-200, 100),(200, 100)","(-200, -100),(200, -100)","(-200, 100),(200, 100),(-200, -100),(200, -100)",,"(0, 128, 128),(255, 182, 193)","(0, 230, 115),(128, 0, 128)"
4,2,0.3,0,0.3,0,1,0,2108,903,"(-200, 100),(200, 100),(-100, 200),(100, 200)","(200, -100),(-200, -100),(-100, -200),(100, -200)","(-200, 100),(200, 100),(-100, 200),(100, 200),(200, -100),(-200, -100),(-100, -200),(100, -200)",,"(255, 140, 0),(0, 102, 102),(255, 182, 193),(107, 142, 35)","(139, 69, 19),(0, 230, 115),(0, 100, 0),(128, 0, 128)"
3,0,2,0,0.3,0,0,1,2109,294,"(-100, 200),(200, 100),(-200, 100)","(-100, -200),(100, -200),(200, -100)","(-100, 200),(200, 100),(-200, 100),(-100, -200),(100, -200),(200, -100)",,"(107, 142, 35),(222, 184, 135),(255, 140, 0)","(0, 230, 115),(128, 0, 128),(255, 128, 0)"
3,0,0.3,1,0.3,1,0,1,2110,506,"(100, 200),(-100, 200),(200, 100)","(200, -100),(100, -200),(-100, -200)","(100, 200),(-100, 200),(200, 100),(200, -100),(100, -200),(-100, -200)",,"(0, 102, 102),(255, 182, 193),(255, 140, 0)","(0, 230, 115),(139, 69, 19),(0, 100, 0)"
4,1,0.3,0,0.3,1,1,0,2111,759,"(200, 100),(-200, 100),(-100, 200),(100, 200)","(-200, -100),(-100, -200),(100, -200),(200, -100)","(200, 100),(-200, 100),(-100, 200),(100, 200),(-200, -100),(-100, -200),(100, -200),(200, -100)",,"(255, 140, 0),(255, 182, 193),(222, 184, 135),(0, 128, 128)","(255, 128, 0),(139, 69, 19),(128, 0, 128),(0, 100, 0)"
3,2,2,1,2,0,0,1,2112,954,"(-100, 200),(-200, 100),(100, 200)","(-200, -100),(100, -200),(200, -100)","(-100, 200),(-200, 100),(100, 200),(-200, -100),(100, -200),(200, -100)",,"(0, 102, 102),(107, 142, 35),(255, 182, 193)","(128, 0, 128),(0, 100, 0),(139, 69, 19)"
3,1,0.3,2,0.3,1,1,0,2113,830,"(100, 200),(-100, 200),(200, 100)","(-200, -100),(-100, -200),(200, -100)","(100, 200),(-100, 200),(200, 100),(-200, -100),(-100, -200),(200, -100)",,"(0, 102, 102),(107, 142, 35),(255, 140, 0)","(0, 100, 0),(139, 69, 19),(255, 128, 0)"
4,0,2,2,5,0,1,0,2114,427,"(100, 200),(200, 100),(-200, 100),(-100, 200)","(200, -100),(-100, -200),(100, -200),(-200, -100)","(100, 200),(200, 100),(-200, 100),(-100, 200),(200, -100),(-100, -200),(100, -200),(-200, -100)",,"(222, 184, 135),(0, 102, 102),(255, 182, 193),(255, 140, 0)","(0, 230, 115),(255, 128, 0),(128, 0, 128),(0, 100, 0)"
4,2,0.3,2,5,1,0,1,2115,1143,"(200, 100),(-100, 200),(-200, 100),(100, 200)","(100, -200),(200, -100),(-200, -100),(-100, -200)","(200, 100),(-100, 200),(-200, 100),(100, 200),(100, -200),(200, -100),(-200, -100),(-100, -200)",,"(0, 128, 128),(107, 142, 35),(255, 182, 193),(222, 184, 135)","(139, 69, 19),(255, 128, 0),(128, 0, 128),(0, 230, 115)"
